Annotation Specialist,Subjective Impression,OneWord,Song,Performer,Performer2,Performer3,Performer4,Performer5,label,label2,label3,label4,,producer,producer2,producer3,producer4,producer5,producer6,Producer7,Producer8,songwriters,songwriter2,songwriter3,songwriter4,songwriter5,songwriter6,songwriter7,songwriter8,songwriter9,songwriter10,songwriter11,songwriter12,songwriter13,songwriter14,songwriter15,songwriter16,songwriter17,songwriter18,songwriter19,songwriter20,songwriter21,songwriter22,songwriter23,songwriter24,songwriter25,songwriter26,songwriter27,songwriter28,songwriter29,songwriter30
Rafael,catchy and upbeat with a lovely mix of rap,rip,The Way,Ariana Grande ,Mac Miller,,,,Republic,,,,,Harmony Samuels,,,,,,,,Harmony Samuels,Amber Streeter,Al Sherrod Lambert,Jordin Sparks,Malcolm McCormick,Brenda Russell,,,,,,,,,,,,,,,,,,,,,,,,
Rafael,,rip,Then The Morning Comes,Smash Mouth,,,,,,,,,,,,,,,,,,Greg Camp,Paul Barry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael,"its what I imagine, dads would listen to with their pants down low.",rip,There It Go! (The Whistle Song),Juelz Santana,,,,,Diplomat Records,Def Jam,,,,Daren Joseph,Terence Anderson,,,,,,,Juelz Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael,,doesn't rip,There You Go,Edwin Starr,,,,,,,,,,,,,,,,,,Luther Middleton Jr.,Edwin Starr,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael,great vocals from Mendes,rip,There's Nothing Holdin' Me Back,Shawn Mendes,,,,,Island,Universal,,,,Teddy Geiger,Andrew Maury,,,,,,,Shawn Mendes,Teddy Geiger,Geoff Warburton,Scott Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael,The meme has a song,rip,Thinking Out Loud,Ed Sheeran,,,,,Asylum,Atlantic,,,,Jake Gosling,,,,,,,,Ed Sheeran,Amy Wadge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael,it wasnt a phase mom.,rip,"This Ain't A Scene, It's An Arms Race",Fall Out Boy,,,,,Island,,,,,Neal Avron,,,,,,,,Pete Wentz,Patrick Stump,Joe Trohman,Andy Hurley,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael,amazing smooth beat,rip,This D.J.,Warren G,,,,,,,,,,,,,,,,,,Snoop Dogg,Warren Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael,meh,doesn't rip,This I Promise You,N Sync,,,,,Jive,,,,,Richard Marx,,,,,,,,Richard Marx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael,Kroger ads ruined it,rip,This Is How We Do It,Montell Jordan,,,,,Rush Associated Labels,PMP,Def Jam,,,Montell Jordan,Oji Pierce,,,,,,,Montell Jordan,Oji Pierce,Ricky Walters,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael,Calvin does not miss,rip,This Is What You Came For,Calvin Harris,,,,,Westbury Road,Columbia,,,,Kuk Harrell,Calvin Harris,,,,,,,Taylor Swift,Calvin Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael,"sick 808, bass, this is why he's indeed hot.",rip,This Is Why I'm Hot,Mims,,,,,American King Music,Capitol Records,,,,Blackout Movement,Mike Moosh,,,,,,,Shawn Mims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael,meh,doesn't rip,This Kiss,Carly Rae Jepsen,,,,,604,School Boy,Interscope,,,,,,,,,,,Carly Rae Jepsen,Matthew Koma,Kelly Covell,Stefan Kendal Gordy,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael,old timey ,doesn't rip,This Love,Bad Company,,,,,Swan Song,,,,,Bad Company,,,,,,,,Paul Rodgers,Mick Ralphs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael,Meh,doesn't rip,This Used To Be My Playground,Madonna,,,,,Sire,Warner Bros.,,,,Madonna,Shep Pettibone,,,,,,,Madonna,Shep Pettibone,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael,Indeed wasnt a phase mom,rip,Thnks Fr Th Mmrs,Fall Out Boy,,,,,Island,,,,,Babyface,,,,,,,,Pete Wentz,Patrick Stump,Joe Trohman,Andy Hurley,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael,the title is very accurate ,doesn't rip,Thong Song,Sisqo,,,,,Def Soul,,,,,Sisqó,Tim & Bob,,,,,,,Mark Andrews,Tim Kelley,Bob Robinson,Desmond Child,Draco Rosa,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael,Didnt enjoy,doesn't rip,Thunder,Boys Like Girls,,,,,Columbia,Red Ink,,,,Matt Squire,,,,,,,,Martin Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael,MR 305 DALE ,rip,Timber,Pitbull  ,Ke$ha,,,,Polo Grounds,RCA,Mr. 305,,,Dr. Luke,Cirkut,Sermstyle,,,,,,Kesha Sebert,Armando C. Pérez,Lukasz Gottwald,Aaron Davis Arnold,Priscilla Hamilton,Jamie Sanderson,Breyan Isaac,Henry Walter,Pebe Sebert,Lee Oskar,Keri Oskar,Greg Errico,Steve Arrington,Charles Carter,Waung Hankerson,Roger Parker,,,,,,,,,,,,,,
Rafael,old timey raps,rip,"Keep Their Heads Ringin' (From ""Friday"")",Dr. Dre,,,,,Priority,EMI,,,,Dr. Dre,,,,,,,,James Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael,Didnt enjoy,Doesn't Rip,"Insensitive (From ""Bed Of Roses"")",Jann Arden,,,,,A&M,,,,,Ed Cherney,Jann Arden (co.),,,,,,,Anne Loree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,Base beat and the way the lyrics flow helps this a lot,Doesn't Rip,Bartender,T-Pain,Akon,,,,Nappy Boy,Konvict,Jive,,,T-Pain,,,,,,,,Faheem Najm,Aliaune Thiam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,"Listened to the spanish version, which reminded me that I prefer how spanish flows musically",Rips,Bailando,Enrique Iglesias,Gente de Zona,Descemer Bueno,,,Republic,,,,,Carlos Paucar,,,,,,,,Enrique Iglesias,Descemer Bueno,Alexander Delgado,Randy Malcom Martinez,Sean Paul,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,Not a Rihanna fan I'll be real,Doesn't Rip,Run This Town,Jay-Z,Kanye West,Rihanna,,,Roc Nation,Atlantic,,,,West,No I.D.,,,,,,,Shawn Carter,Kanye West,Robyn Fenty,Ernest Wilson,Jeff Bhasker,Athanasios Alatas,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,"To quote my roomate ""We have better hiphop nowadays""",Doesn't Rip,Air Force Ones,Nelly ,Murphy Lee,Kyjuan,Ali ,,Universal Records,,,,,Trackboyz,,,,,,,,Nelly,Murphy Lee,Ali,Kyjuan,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,It's got some fun stuff here and there that helps it a lot,Rips,Come & Talk To Me,Jodeci,Next,,,,Uptown/MCA,,,,,DeVante Swing,Al B. Sure!,,,,,,,DeVante Swing,Al B. Sure!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,"Follows a lot of the same problems mentioned earlier, yet it manages to add some things here or there that takes it over the edge for me. The title is also great",Rips,Cupid's Chokehold/Breakfast In America,Gym Class Heroes,Patrick Stump,,,,Decaydance,Fueled by Ramen,,,,S*A*M,,,,,,,,Travis McCoy,Rick Davies,Roger Hodgson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,The gospel singing in the background helps this out a lot,Rips,Addictive,Truth Hurts,Rakim,,,,Aftermath,Interscope,,,,DJ Quik,,,,,,,,Stephen Garrett,William Griffin,David Blake,Billy Nichols,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,"Beats fine, lyrics aren't interesting or add enough musicality to warrent them being so basic though.",Doesn't Rip,Party Like A Rockstar,Shop Boyz,,,,,On Deck,Universal Motown,,,,Jason Pittman,,,,,,,,Demetrius Hardin,Rasheed Hightower,Jason Vories Pittman,Richard Stephens,Brian D Ward,William Whedbee,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,"Simple beat, but one that works. Lyrics/vocals got some fun range",Rips,Ain't 2 Proud 2 Beg,TLC,,,,,LaFace,Arista,,,,Dallas Austin,,,,,,,,Dallas Austin,Lisa Lopes,Roger Ball,Robert Bell,Ronald Bell,Donald Boyce,George Brown,Malcolm Duncan,Steven Ferrone,Alan Gorrie,Owen McIntyre,Robert Mickens,Claydes Smith,Hamish Stuart,Dennis Thomas,Richard Westfield,,,,,,,,,,,,,,
Rhys,"Too simple for my tastes, not surprised it was popular though",Doesn't Rip,All The Small Things,Blink-182,,,,,MCA,,,,,Jerry Finn,,,,,,,,Tom DeLonge,Mark Hoppus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,"Not enough there besides the vocals, which even then aren't amazing",Doesn't Rip,Rack City,Tyga,,,,,Young Money,Cash Money,Republic,,,DJ Mustard,Mike Free,,,,,,,Michael Stevenson,Dijon McFarlane,Mikely Adam,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,"Slighty more than Rack City, but still not enough to really make it rip for me",Doesn't Rip,Caroline,Amine,,,,,Republic,,,,,Aminé,Pasqué,,,,,,,Adam Daniel,Irvin Mejia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,"Most songs from this era of pop fall into a similar, don't hate them but no anything special to me",Doesn't Rip,Scars To Your Beautiful,Alessia Cara,,,,,Def Jam,,,,,Pop & Oak,Sebastian Kole,DJ Frank E,,,,,,Alessia Caracciolo,Warren Felder,Coleridge Tillman,Andrew Wansel,Justin Franks,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,"Like the filter over his voice, actual rhythm and melody is fun, still pretty basic though",Rips,Slow Hands,Niall Horan,,,,,Capitol,,,,,Julian Bunetta,,,,,,,,Niall Horan,Alexander Izquierdo,John Ryan,Julian Bunetta,Ruth-Anne Cunningham,Tobias Jesso Jr.,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,"The underlying instrumental is fun, just doesn't go far enough for me",Doesn't Rip,Paparazzi,Lady Gaga,,,,,Streamline,KonLive,Cherrytree,Interscope,,Rob Fusari,Lady Gaga,,,,,,,Stefani Germanotta,Rob Fusari,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,That vocal range though,Rips,Can We Talk,Tevin Campbell,,,,,Qwest,,,,,Babyface,Simmons,,,,,,,Babyface,Daryl Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,"My thing with rap is I need something interesting happening besides the lyrics, or the flow has to be reeeeally good",Doesn't Rip,(Hot S**t) Country Grammar,Nelly,,,,,Universal,Fo' Reel,,,,Jason Epperson,,,,,,,,Cornell Iral Haynes Jr.,Jason Epperson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,"Simple, but uses that simplicty well enough",Doesn't Rip,Breakeven,The Script,,,,,Sony Music,,,,,Frampton,Kipner,,,,,,,Frampton,O'Donoghue,Sheehan,Kipner,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,"Lyrics are fun, not enough beneath them. I like the 2023 homage to this song though",Doesn't Rip,Ditty,Paperboy,,,,,Next Plateau,,,,,David Weldon,,,,,,,,Mitchell Johnson,Aaron Clark,Dave Ferguson,John Ferguson,Roger Troutman,Larry Troutman,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,"Standard guitar style for the time, but adds some fun stuff here and there",Rips,"Dance, Dance",Fall Out Boy,,,,,Island,Mercury,,,,Neal Avron,,,,,,,,Pete Wentz,Patrick Stump,Joe Trohman,Andy Hurley,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,"Objectily a decent song, but aggresive country is one of the few genres a dislike",Doesn't Rip,Before He Cheats,Carrie Underwood,,,,,Arista Nashville,,,,,Mark Bright,,,,,,,,Josh Kear,Chris Tompkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,Kind of a lesser version of the previous rappers like Paperboy,Doesn't Rip,Da' Dip,Freak Nasty,,,,,Triad,,,,,Freak Nasty,,,,,,,,Freak Nasty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,Too generic country,Doesn't Rip,Amazed,Lonestar,,,,,BNA,,,,,Dann Huff,Brian Tankersley,,,,,,,Marv Green,Chris Lindsey,Aimee Mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,I've probably been burnt out on this style from the radio in that period,Doesn't Rip,Sweet But Psycho,Ava Max,,,,,Atlantic,,,,,Cirkut,,,,,,,,Amanda Ava Koci,Andreas Andresen Haukeland,William Lobban-Bean,Madison Love,Henry Walter,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,While still falling into that not enough cateogry of rap it has some spice here and there that carries it a lot,Rips,Anything,Jaheim,,,,,Divine Mill Records,Warner Bros.,,,,Norman Whitfield Jr.,Falonte Moore,Kay Gee,,,,,,Jaheim Hoagland,Balewa Muhammed,Clifton Lighty,Edward Berkeley,Falonte Moore,Arkeida Clowers,Keir Gist,Robert Huggar,,,,,,,,,,,,,,,,,,,,,,
Rhys,"Simple but effective, switches things up here and there",Rips,100% Pure Love,Crystal Waters,,,,,Mercury,A&M (UK),,,,Teddy Douglas,Jay Steinhour,,,,,,,Crystal Waters,Teddy Douglas,Thomas Davis,Jay Steinhour,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,"Fine, a little generic and I think I prefer the original",Doesn't Rip,Don't Let The Sun Go Down On Me,David Archuleta,,,,,MCA,DJM,Rocket,Phonogram,,Gus Dudgeon,,,,,,,,Elton John,Bernie Taupin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,Definitely screams its era,Doesn't Rip,Damaged,TLC,,,,,Arista,,,,,Dallas Austin,,,,,,,,Dallas Austin,Tionne Watkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,"Need a little more from the backing track, also curse the fade out",Doesn't Rip,Don't Let Me Get Me,P!nk,,,,,Arista,BMG,,,,Dallas Austin,,,,,,,,Pink,Dallas Austin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,Falls into normal rap category but the flow is good enough to keep my attention,Rips,Overnight Celebrity,Twista,,,,,Atlantic,,,,,Kanye West,,,,,,,,Carl Mitchell,Kanye West,Miri Ben-Ari,Michael Bennett,Lenny Williams,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,Normall this style(ha) of song is a little generic for me but I really like the instrumentals here,Rips,Style,Taylor Swift,,,,,Big Machine,,,,,Max Martin,Shellback,Ali Payami,,,,,,Taylor Swift,Max Martin,Shellback,Ali Payami,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,I'm giving this a positive almost entirely from an ironic perspective,Rips,2 Legit 2 Quit,M.C. Hammer,,,,,Capitol,,,,,MC Hammer,,,,,,,,Stanley Burrell,James Earley,Michael Kelly,Louis K. Burrell,Felton Pilate,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,Too focused on the lyrics without enough spice in the instrumentals,Doesn't Rip,Rock Your Body,Justin Timberlake,,,,,Jive,,,,,The Neptunes,,,,,,,,Justin Timberlake,Chad Hugo,Pharrell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,"Extreme nostalgia trip, overall fine, but too much focused on the lyrics for me",Rips,Some Nights,fun.,,,,,Fueled by Ramen,Atlantic,,,,Jeff Bhasker,,,,,,,,Jeff Bhasker,Nate Ruess,Andrew Dost,Jack Antonoff,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,Learned I just have a thing for spanish guitar,Rips,Bailamos,Enrique Iglesias,,,,,Fonovisa,Universal,,,,Mark Taylor,Brian Rawling,,,,,,,Paul Barry,Mark Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,Wish there was some more variation in the lyrics,Doesn't Rip,Started From The Bottom,Drake,,,,,Aspire,Young Money,Cash Money,Republic,,Mike Zombie,Noah Shebib,,,,,,,Aubrey Graham,Noah Shebib,Michael Coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,"Really close to going up a grade, but loops the chorus a little to much",Doesn't Rip,Don't Mind,Kent Jones,,,,,Epidemic,We the Best,Epic,,,Jones,Khaled,Cool & Dre,,,,,,Daryl Jones,Marcello Valenzano,Andre Lyon,DJ Khaled,Barry White,Edwin Nicholas,Gerald Levert,,,,,,,,,,,,,,,,,,,,,,,
Rhys,Has a sax solo,Rips,Rockin' Around The Christmas Tree,Brenda Lee,,,,,Decca 9-30776,,,,,Owen Bradley,,,,,,,,Johnny Marks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,Vocals sync with the instrumental really well,Rips,Sensitivity,Ralph Tresvant,,,,,MCA,,,,,Jimmy Jam,Terry Lewis,,,,,,,James Harris III,Terry Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,Real close but overall not enough there,Doesn't Rip,Can't Get You Out Of My Head,Kylie Minogue,,,,,Parlophone,,,,,Cathy Dennis,Rob Davis,,,,,,,Cathy Dennis,Rob Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,I've learned I just don't like a song too much if they loop the chorus or one line too much,Doesn't Rip,Rude Boy,Rihanna,,,,,Def Jam,SRP,,,,Stargate,Rob Swire,,,,,,,Robyn Fenty,Mikkel S. Eriksen,Tor Erik Hermansen,Ester Dean,Makeba Riddick,Rob Swire,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,Probably heard this too much as a kid,Doesn't Rip,Stronger (What Doesn't Kill You),Kelly Clarkson,,,,,RCA,,,,,Greg Kurstin,,,,,,,,Kelly Clarkson,Jörgen Elofsson,Ali Tamposi,David Gamson,Greg Kurstin,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,"While it leads into what I normally dislike, the vocals are really good",Rips,"Streets Of Philadelphia (From ""Philadelphia"")",Bruce Springsteen,,,,,Columbia,,,,,Bruce Springsteen,Chuck Plotkin,,,,,,,Bruce Springsteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,Not enough to be interesting but doesn't do subtle wee enough either for me,Doesn't Rip,Bad Blood,Neil Sedaka,,,,,Rocket/MCA (US),Polydor (UK),,,,Neil Sedaka,,,,,,,,Neil Sedaka,Phil Cody,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,A little too repetitive but pleasent at times,Doesn't Rip,She's Playing Hard To Get,Hi-Five,,,,,Jive,,,,,Timmy Allen,,,,,,,,Timmy Allen,William Walton,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,"Not a personal favorite of mine, they've got some others that I vastly prefer",Doesn't Rip,Ordinary World,Duran Duran,,,,,Parlophone,Capitol,,,,Simon Le Bon,John Taylor,Nick Rhodes,Warren Cuccurullo,John Jones,Steve Ferrone,,,Simon Le Bon,John Taylor,Nick Rhodes,Warren Cuccurullo,John Jones,Steve Ferrone,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,I can't not hear this ironically anymore,Doesn't Rip,Blue (Da Ba Dee),Eiffel 65,,,,,Skooby,,,,,Maurizio Lobina,Gabry Ponte,,,,,,,Gianfranco Randone,Maurizio Lobina,Massimo Gabutti,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,Most of Britney Spears' songs fall into a too generic of its time period,Doesn't Rip,Oops!...I Did It Again,Britney Spears,,,,,Jive,,,,,Max Martin,Rami,,,,,,,Max Martin,Rami Yacoub,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,Got some interesting instrumentals here and there that brings it up a bbit,Rips,"1, 2, 3, 4 (Sumpin' New)",Coolio,,,,,Tommy Boy,,,,,Jammin James Carter,Poison Ivey,,,,,,,Artis Ivey Jr.,Adrian Sear,Tom Browne,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,A little to generic,Doesn't Rip,At Your Best (You Are Love),Aaliyah,,,,,Blackground,Jive,,,,R. Kelly,,,,,,,,Ernie Isley,Marvin Isley,Chris Jasper,Rudolph Isley,O'Kelly Isley,Ronald Isley,Chris Jasper,,,,,,,,,,,,,,,,,,,,,,,
Rhys,"""I'd rather just listen to Elton John"" - Roomate",Doesn't Rip,Something To Believe In,Poison,,,,,Capitol,,,,,Bruce Fairbairn,,,,,,,,Michaels,DeVill,Dall,Rockett,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,Shockingly similar to a minecraft cover,Doesn't Rip,Scream,Usher,,,,,RCA,,,,,Max Martin,Shellback,,,,,,,Usher Raymond IV,Max Martin,Karl Johan Schuster,Savan Kotecha,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,"""But if you close your eyes""",Rips,Pompeii,Bastille,,,,,Virgin,,,,,Dan Smith,Mark Crew,,,,,,,Dan Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,I don't hate the Flo(w),Rips,Right Round,Flo Rida,,,,,Poe Boy,Atlantic,,,,DJ Frank E,Glass,,,,,,,Tramar Dillard,David Glass,Marcus Killian,Justin Franks,Breyan Isaac,Antonio Mobley,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,"Fine, but I think we've gotten better than this",Doesn't Rip,Do Me!,Bell Biv DeVoe,,,,,MCA,,,,,Dr. Freeze,,,,,,,,Dr. Freeze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,Kind of a classic but overall not amazing,Doesn't Rip,Best Day Of My Life,American Authors,,,,,Mercury,Island,,,,Aaron Accetta,Shep Goodman,,,,,,,Aaron Accetta,Zachary Barnett,Shep Goodman,David Rublin,Matthew Sanchez,James Shelley,,,,,,,,,,,,,,,,,,,,,,,,
Rhys,"Beats fine, lyrics aren't interesting or add enough musicality to warrent them being so basic though.",Doesn't Rip,Party Like A Rockstar,Shop Boyz,,,,,On Deck,Universal Motown,,,,Jason Pittman,,,,,,,,Demetrius Hardin,Rasheed Hightower,Jason Vories Pittman,Richard Stephens,Brian D Ward,William Whedbee,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,yeah this is smooth,Rips ,Maria Maria,Santana,The Product G&B,,,,Arista,,,,,Wyclef Jean,"Jerry ""Wonda"" Duplessis",,,,,,,Wyclef Jean,"Jerry ""Wonda"" Duplessis",Carlos Santana,Karl Perazzo,Raul Rekow,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,"I don't see how you can hate from outside of the club, you can't even get in",Rips,Look At Me Now,Chris Brown,Busta Rhymes, Lil Wayne,,,Jive,,,,,Diplo,Afrojack,Free School,,,,,,Chris Brown,Thomas Pentz,Jean Baptiste,Ryan Buendia,Dwayne Carter,Trevor Smith,Nick van de Wall,,,,,,,,,,,,,,,,,,,,,,,
Ryan,yeah this is hard but it was better a couple years ago,Rips,MotorSport,Migos,Cardi B,Nicki Minaj,,,Quality Control Music,Capitol,Motown,,,Murda Beatz,Cubeatz,,,,,,,Quavious Marshall,Kiari Cephus,Kirshnik Ball,Belcalis Almanzar,Onika Maraj,Shane Lindstrom,Tim Gomringer,Kevin Gomringer,,,,,,,,,,,,,,,,,,,,,,
Ryan,"still goes hard, long term slap",Rips,Good Time,Owl City,Carly Rae Jepsen,,,,Republic,School Boy,604,Interscope,,Young,Emily Wright,Stargate,,,,,,Adam Young,Matthew Thiessen,Brian Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,this goes just as hard as the day it came out,Rips,Summertime Sadness,Lana Del Rey,Cedric Gervais,,,,Interscope,,,,,,,,,,,,,Lana Del Rey ,Rick Nowels,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,i miss old kayne :(,Rips,Gone,Kanye West,Consequence,Cam'ron,,,Roc-A-Fella,Def Jam,,,,Kanye West,,,,,,,,Kanye West,Dexter Mills,Cameron Giles,Chuck Willis,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,lmao that tik tok song used the sample,Rips,Shortie Like Mine,Bow Wow ,Johnta Austin,Chris Brown,,,Columbia,,,,,Jermaine Dupri,,,,,,,,Jermaine Dupri,Johnta Austin,Bryan-Michael Cox,Da Brat,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,i think i like this song more now than when it came out,Rips,Cruise,Florida Georgia Line,Nelly,,,,Big Loud Mountain,Republic Nashville,,,,Joey Moi,Jason Nevins,Nelly,,,,,,Brian Kelley,Tyler Hubbard,Joey Moi,Chase Rice,Jesse Rice,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,daft punk + pharell = :),Rips,Get Lucky,Daft Punk,Pharrell Williams,,,,Daft Life,Columbia,,,,Thomas Bangalter,Guy-Manuel de Homem-Christo,,,,,,,Thomas Bangalter,Guy-Manuel de Homem-Christo,Nile Rodgers,Pharrell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,"i forgot about this song, it's part of my childhood",Rips,Alejandro,Lady Gaga,,,,,Streamline,KonLive,Cherrytree,Interscope,,RedOne,Lady Gaga,,,,,,,Stefani Germanotta,Nadir Khayat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,pass,Doesn't Rip,Barely Breathing,Duncan Sheik,,,,,Atlantic,,,,,Rupert Hine,,,,,,,,Duncan Sheik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,never been a huge fan tbh,Doesn't Rip,Rake It Up,Yo Gotti,Nicki Minaj,,,,Epic EMPIRE,,,,,Mike Will Made-It,,,,,,,,Mario Mims,Michael Williams ll,Onika Maraj,Todd Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,yeah this is hard,Rips,All Falls Down,Kanye West,Syleena Johnson,,,,Roc-A-Fella,Def Jam,,,,Kanye West,,,,,,,,Kanye West,Lauryn Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,i think im a fan of anything with snoop,Rips,Sensual Seduction,Snoop Dogg,,,,,Doggy Style,Geffen,,,,Shawty Redd,Nat Powers,,,,,,,Calvin Broadus,Demetrius Stewart,Seneca Lovejoy,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,my mom is a big duran duran fan,Rips,Come Undone,Duran Duran,,,,,Parlophone,Capitol,,,,Duran Duran,,,,,,,,Duran Duran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,"i was never a huge fan of the beat, but this song has a lot of bars",Doesn't Rip,Stir Fry,Migos,,,,,Quality Control,Capitol,Motown,,,Pharrell Williams,,,,,,,,Quavious Marshall,Kirsnick Ball,Kiari Cephus,Pharrell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,nah,Doesn't Rip,Say You Won't Let Go,James Arthur,,,,,Columbia,,,,,Alexander Beitzke,Bradley Spence,,,,,,,James Arthur,Andrew Frampton,Daniel O'Donoghue,Steve Kipner,Mark Sheehan,Neil Ormandy,Steve Solomon,,,,,,,,,,,,,,,,,,,,,,,
Ryan,my football coach used to call us scrubs when he was mad,Rips,"Bills, Bills, Bills",Destiny's Child,,,,,Columbia,,,,,"Kevin ""She'kspere"" Briggs",,,,,,,,Kevin Briggs,Kandi,Beyoncé Knowles,LeToya Luckett,Kelly Rowland,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,yeah i could dance to this,Doesn't Rip,Damn I Wish I Was Your Lover,Sophie B. Hawkins,,,,,Columbia,,,,,Rick Chertoff,Ralph Schuckett,,,,,,,Sophie B. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,i can't really get with the yeah yeah yeah yeah,Doesn't Rip,808,Blaque,,,,,Columbia,Trackmasters,,,,R. Kelly,Trackmasters,Cory Rooney,,,,,,R. Kelly,Natina Reed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
